78.59,6.008870244026184,0.6208304969366917,0.9778947368421053,0.6776519052523172,0.8694638694638694,0.5577689243027888,0.8662846227316141,0.751412429378531,0.8639455782312925,0.9235352532274081,0.9279918864097363,0.912,0.929,0.658,0.746,0.84,0.907,0.133,0.889,0.93,0.915
81.85,5.0764255821704865,0.7841365461847389,0.9873417721518988,0.7033816425120772,0.7708703374777975,0.6387195121951219,0.9598214285714286,0.6598513011152416,0.8446866485013624,0.9287109375,0.916015625,0.781,0.936,0.728,0.868,0.838,0.86,0.355,0.93,0.951,0.938
83.81,4.4976474940776825,0.7809798270893372,0.9843912591050988,0.736084452975048,0.7879325643300799,0.6831683168316832,0.9506302521008403,0.6942148760330579,0.8864503816793893,0.9504550050556118,0.9237536656891495,0.813,0.946,0.767,0.888,0.828,0.905,0.42,0.929,0.94,0.945
83.99,4.407341957092285,0.7597109304426377,0.9824016563146998,0.6801948051948052,0.7388235294117647,0.784577723378213,0.9465186680121089,0.7256198347107438,0.9145978152929494,0.9572736520854527,0.9331366764995084,0.841,0.949,0.838,0.942,0.641,0.938,0.439,0.921,0.941,0.949
84.36,4.2704764902591705,0.8566473988439306,0.9538310412573674,0.6999168744804655,0.8019981834695731,0.8350364963503649,0.9674711437565582,0.5929283771532184,0.9065238558909445,0.9507874015748031,0.9271137026239067,0.741,0.971,0.842,0.883,0.572,0.922,0.654,0.931,0.966,0.954
85.62,3.9926251769065857,0.7596830985915493,0.9815573770491803,0.7920489296636085,0.857,0.722318339100346,0.9398422090729783,0.6867305061559508,0.8916116870876531,0.961,0.9629629629629629,0.863,0.958,0.777,0.857,0.835,0.953,0.502,0.946,0.961,0.91
85.68,4.028343468904495,0.7752502274795269,0.9916142557651991,0.8042105263157895,0.8234200743494424,0.7010475423045931,0.9723698193411264,0.7268588770864947,0.879231473010064,0.9523809523809523,0.9550561797752809,0.852,0.946,0.764,0.886,0.87,0.915,0.479,0.961,0.96,0.935
86.54,3.8332959413528442,0.7926484448633365,0.9807302231237323,0.7552320291173794,0.8423076923076923,0.736331569664903,0.9538152610441767,0.7854889589905363,0.9263681592039801,0.944390243902439,0.9392156862745098,0.841,0.967,0.83,0.876,0.835,0.95,0.498,0.931,0.968,0.958
86.35,3.7091363072395325,0.8144230769230769,0.982635342185904,0.7862823061630219,0.8755060728744939,0.7826552462526767,0.9326923076923077,0.6223506743737958,0.9383350462487153,0.9628514056224899,0.9453280318091452,0.847,0.962,0.791,0.865,0.731,0.97,0.646,0.913,0.959,0.951
86.83,3.6691324710845947,0.820136852394917,0.9856704196519959,0.7857847976307996,0.8561776061776062,0.7241962774957699,0.9759665621734587,0.7493074792243767,0.8956197576887233,0.9354527938342967,0.9550561797752809,0.839,0.963,0.796,0.887,0.856,0.934,0.541,0.961,0.971,0.935
