75.38,7.150957107543945,0.8120567375886525,0.9790794979079498,0.44974874371859297,0.6188251001335113,0.7015625,0.865491651205937,0.88,0.9422382671480144,0.9401444788441693,0.852014010507881,0.687,0.936,0.895,0.927,0.449,0.933,0.044,0.783,0.911,0.973
81.77,5.067307651042938,0.7412082957619477,0.9883720930232558,0.711897738446411,0.7390243902439024,0.6372021521906226,0.8929924242424242,0.7329545454545454,0.9363336992316136,0.9408817635270541,0.8935185185185185,0.822,0.935,0.724,0.909,0.829,0.943,0.258,0.853,0.939,0.965
83.96,4.5182434022426605,0.8012232415902141,0.9873551106427819,0.797945205479452,0.7577276524644946,0.7270194986072424,0.918525703200776,0.6267605633802817,0.9270833333333334,0.922854387656702,0.9192307692307692,0.786,0.937,0.699,0.907,0.783,0.947,0.534,0.89,0.957,0.956
84.43,4.333460748195648,0.7404580152671756,0.9814814814814815,0.8154205607476636,0.8631256384065373,0.6734854445318647,0.9623430962343096,0.6578581363004172,0.876269621421976,0.9445544554455445,0.9446153846153846,0.873,0.954,0.698,0.845,0.856,0.92,0.473,0.949,0.954,0.921
84.98,4.253563344478607,0.8104639684106614,0.9804526748971193,0.7061258278145696,0.8339658444022771,0.7783669141039237,0.9820627802690582,0.6893081761006289,0.8871595330739299,0.9465346534653465,0.8903225806451613,0.821,0.953,0.853,0.879,0.734,0.876,0.548,0.912,0.956,0.966
85.76,3.9820561707019806,0.8568181818181818,0.9756345177664975,0.7779941577409932,0.8278145695364238,0.7266313932980599,0.9513677811550152,0.6607142857142857,0.9132149901380671,0.9531405782652044,0.9341199606686332,0.754,0.961,0.799,0.875,0.824,0.939,0.592,0.926,0.956,0.95
84.6,4.189828097820282,0.8217131474103586,0.9805327868852459,0.8050847457627118,0.857421875,0.8589341692789969,0.9431704885343968,0.5203716940671909,0.8878504672897196,0.9607645875251509,0.9630801687763713,0.825,0.957,0.76,0.878,0.548,0.946,0.728,0.95,0.955,0.913
86.18,3.857164680957794,0.8243654822335026,0.9896157840083074,0.7293103448275862,0.8263305322128851,0.7661691542288557,0.9766949152542372,0.7116564417177914,0.8995260663507109,0.9596774193548387,0.9396039603960396,0.812,0.953,0.846,0.885,0.77,0.922,0.58,0.949,0.952,0.949
86.26,3.8979089856147766,0.812992125984252,0.9866666666666667,0.7144026186579379,0.8158844765342961,0.7444649446494465,0.9650924024640657,0.7959183673469388,0.9083011583011583,0.9628886659979939,0.945,0.826,0.962,0.873,0.904,0.807,0.94,0.468,0.941,0.96,0.945
86.85,3.7390726506710052,0.8248756218905473,0.9957627118644068,0.8533487297921478,0.8019366197183099,0.7182866556836903,0.9606854838709677,0.7212713936430318,0.9314516129032258,0.9574678536102869,0.9383561643835616,0.829,0.94,0.739,0.911,0.872,0.953,0.59,0.924,0.968,0.959
