79.71,5.5780075788497925,0.8120133481646273,0.9719042663891779,0.5661157024793388,0.7535211267605634,0.7363751584283904,0.9082474226804124,0.5619174434087882,0.8480300187617261,0.9394871794871795,0.9240759240759241,0.73,0.934,0.822,0.856,0.581,0.881,0.422,0.904,0.916,0.925
81.84,5.078291803598404,0.84,0.9883474576271186,0.7894736842105263,0.7744833782569631,0.6137787056367432,0.923923923923924,0.6035578144853876,0.9286510590858417,0.9161105815061964,0.8623445825932504,0.714,0.933,0.63,0.862,0.882,0.923,0.475,0.833,0.961,0.971
83.54,4.638231009244919,0.7647058823529411,0.9884696016771488,0.7691500524658972,0.7692307692307693,0.6790123456790124,0.9092645654250239,0.6961805555555556,0.8822975517890772,0.9187380497131931,0.9707475622968581,0.806,0.943,0.733,0.9,0.825,0.952,0.401,0.937,0.961,0.896
84.65,4.364039480686188,0.7311918850380389,0.9885892116182573,0.6831275720164609,0.8071748878923767,0.751219512195122,0.9559877175025588,0.7852631578947369,0.9234642497482377,0.954228855721393,0.9198473282442748,0.865,0.953,0.83,0.9,0.77,0.934,0.373,0.917,0.959,0.964
85.39,4.135065168142319,0.841991341991342,0.9845837615621789,0.7713717693836978,0.8492610837438423,0.6874003189792663,0.9549180327868853,0.6792698826597132,0.9214501510574018,0.9328214971209213,0.9171428571428571,0.778,0.958,0.776,0.862,0.862,0.932,0.521,0.915,0.972,0.963
84.83,4.191358596086502,0.7867435158501441,0.9886010362694301,0.8567741935483871,0.8072398190045249,0.6669224865694551,0.9256756756756757,0.649746192893401,0.9241658240647118,0.9541375872382851,0.9477386934673366,0.819,0.954,0.664,0.892,0.869,0.959,0.512,0.914,0.957,0.943
86.3,3.816151201725006,0.8187311178247734,0.9886363636363636,0.7928205128205128,0.8526522593320236,0.7533333333333333,0.941234084231146,0.6536485097636177,0.9361483007209063,0.9555774925962488,0.93713163064833,0.813,0.957,0.773,0.868,0.791,0.961,0.636,0.909,0.968,0.954
86.11,3.8749678134918213,0.8376344086021505,0.9885773624091381,0.8237250554323725,0.8019713261648745,0.7258753202391118,0.94994994994995,0.6670317634173056,0.9017013232514177,0.9645748987854251,0.965625,0.779,0.952,0.743,0.895,0.85,0.949,0.609,0.954,0.953,0.927
86.03,3.8676638007164,0.7898686679174484,0.985655737704918,0.8014329580348004,0.8259668508287292,0.6877470355731226,0.9787007454739084,0.7390625,0.9108527131782945,0.9715447154471545,0.9285024154589372,0.842,0.962,0.783,0.897,0.87,0.919,0.473,0.94,0.956,0.961
86.47,3.6908941566944122,0.8443243243243244,0.9927461139896373,0.7392426850258176,0.8599412340842312,0.7735470941883767,0.9698857736240913,0.6764705882352942,0.9251497005988024,0.9429951690821256,0.9224880382775119,0.781,0.958,0.859,0.878,0.772,0.934,0.598,0.927,0.976,0.964
